Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
A0A5N7ESK0	A0A5N7ESH0	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
A0A0F0IFW5	A0A0F0IC65	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A5N7A826	A0A5N7A8V4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
A0A7G5IWR4	A0A7G5IWR5	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N6J3N0	A0A5N6J5E4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
B8N274	B8N273	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A5N6XR71	A0A5N6XVU2	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A1F8AFC6	A0A1F8AFK1	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N7BRH1	A0A5N7BS49	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	normal-normal
Q2ULM5	Q2ULM4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N7ESK0	A0A5N7ESH0	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
A0A0F0IFW5	A0A0F0IC65	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A5N7A826	A0A5N7A8V4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
A0A7G5IWR4	A0A7G5IWR5	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N6J3N0	A0A5N6J5E4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
B8N274	B8N273	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A5N6XR71	A0A5N6XVU2	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A1F8AFC6	A0A1F8AFK1	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N7BRH1	A0A5N7BS49	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	normal-normal
Q2ULM5	Q2ULM4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N7ESK0	A0A5N7ESH0	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
A0A0F0IFW5	A0A0F0IC65	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A5N7A826	A0A5N7A8V4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
A0A7G5IWR4	A0A7G5IWR5	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N6J3N0	A0A5N6J5E4	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	complement-complement
B8N274	B8N273	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A5N6XR71	A0A5N6XVU2	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	complement-complement
A0A1F8AFC6	A0A1F8AFK1	PF00644-PF02877-PF05406-PF12738	1	#FF0000	01	normal-normal
A0A5N7BRH1	A0A5N7BS49	PF00644-PF02877-PF05406-PF12738	1	#FF0000	02	normal-normal
A0A074VRY1	A0A074WLB8	PF00646	1	#FF0000	03	normal-complement
F9X5E3	F9X5D3	PF00646	1	#FF0000	10	normal-complement
A0A1J7IDE3	A0A1J7J7D8	PF00646	1	#FF0000	07	complement-complement
A0A364L5D0	A0A364L5K3	PF00648	1	#FF0000	03	complement-complement
A0A6V8H4R7	A0A6V8H5S7	PF00648	1	#FF0000	06	normal-normal
B8M358	B8M361	PF00648	1	#FF0000	03	normal-normal
A0A225AZU3	A0A225B1X9	PF00648	1	#FF0000	05	complement-complement
G9NYC1	G9NYA4	PF00648	1	#FF0000	06	complement-normal
A0A2K0T9N3	A0A2K0T9M9	PF00648	1	#FF0000	06	complement-normal
A0A4U0XCZ3	A0A4U0XF41	PF00650-PF03765	1	#FF0000	03	normal-normal
A0A4U0XCZ3	A0A4U0XF41	PF00650-PF03765	1	#FF0000	03	normal-normal
A1CEE6	A1CEE5	PF00651	1	#FF0000	01	complement-normal
F0XJI3	F0XJH5	PF00651	1	#FF0000	08	complement-normal
A0A3M7N7S3	A0A3M7N7G9	PF00651	1	#FF0000	04	normal-complement
A0A2I2GFH4	A0A2I2GFI5	PF00651	1	#FF0000	10	complement-complement
A0A423VWW8	A0A423VX84	PF00651	1	#FF0000	07	complement-complement
B8MLU8	B8MLV0	PF00651	1	#FF0000	02	complement-complement
A0A1B8B9Z8	A0A1B8BA12	PF00651	1	#FF0000	05	normal-complement
A0A1W5CXF4	A0A1W5CWU7	PF00651	1	#FF0000	04	normal-complement
A0A5M8PVE0	A0A5M8PUH0	PF00651	1	#FF0000	05	normal-complement
A0A0G2FSV8	A0A0G2FSU7	PF00651	1	#FF0000	10	complement-complement
A0A0G2FSV8	A0A0G2FSB0	PF00651	1	#FF0000	04	complement-normal
A0A0G2FSV8	A0A0G2HQB2	PF00651	1	#FF0000	03	complement-complement
J5Q623	J6ESG4	PF00652	1	#FF0000	09	complement-normal
J5Q623	J5Q645	PF00652	1	#FF0000	10	complement-normal
K1W7E8	K1VZ27	PF00652	1	#FF0000	09	complement-normal
K1W7E8	K1W7F8	PF00652	1	#FF0000	10	complement-normal
A0A319B433	A0A319BWP0	PF00656	1	#FF0000	02	normal-complement
A0A1L9N154	A0A1L9N0Y6	PF00656	1	#FF0000	02	complement-complement
A0A317WBR5	A0A317WBQ7	PF00656	1	#FF0000	10	complement-complement
A0A140CZC0	A0A140CZC4	PF00657	1	#FF0000	04	normal-normal
W3XHT8	W3XHV6	PF00657	1	#FF0000	06	normal-complement
A0A4Z1P2Q5	A0A4Z1P2R4	PF00664	1	#FF0000	10	normal-complement
A0A135LJ57	A0A135LJ45	PF00675-PF05193	1	#FF0000	05	normal-normal
A0A135LJ57	A0A135LJ45	PF00675-PF05193	1	#FF0000	05	normal-normal
A0A0G2F0Q2	A0A0G2HJ73	PF00675-PF05193-PF16187	1	#FF0000	08	complement-complement
A0A0G2F0Q2	A0A0G2HJ73	PF00675-PF05193-PF16187	1	#FF0000	08	complement-complement
A0A0G2F0Q2	A0A0G2HJ73	PF00675-PF05193-PF16187	1	#FF0000	08	complement-complement
A0A0U4ZZN3	A0A0U5CQ01	PF00676	1	#FF0000	09	normal-complement
A0A3M0WBT5	A0A3M0WHH3	PF00676-PF02779-PF16078-PF16870	1	#FF0000	10	normal-normal
A0A3M0WBT5	A0A3M0WHH3	PF00676-PF02779-PF16078-PF16870	1	#FF0000	10	normal-normal
A0A3M0WBT5	A0A3M0WHH3	PF00676-PF02779-PF16078-PF16870	1	#FF0000	10	normal-normal
A0A3M0WBT5	A0A3M0WHH3	PF00676-PF02779-PF16078-PF16870	1	#FF0000	10	normal-normal
C5FNH2	C5FNG2	PF00682	1	#FF0000	10	complement-complement
A0A135LJS0	A0A135LJX7	PF00682-PF08502	1	#FF0000	06	normal-complement
A0A135LJS0	A0A135LJX7	PF00682-PF08502	1	#FF0000	06	normal-complement
A0A225AKZ0	A0A225ARB0	PF00686-PF00723	1	#FF0000	06	normal-normal
A0A094FXH0	A0A094DJ59	PF00686-PF00723	1	#FF0000	09	complement-normal
A0A225AKZ0	A0A225ARB0	PF00686-PF00723	1	#FF0000	06	normal-normal
A0A094FXH0	A0A094DJ59	PF00686-PF00723	1	#FF0000	09	complement-normal
A0A507ALR6	A0A507AFW6	PF00687	1	#FF0000	02	complement-complement
A0A074VRY1	A0A074VZS7	PF00692	1	#FF0000	09	normal-complement
A0A074YJN3	A0A074YJM5	PF00692	1	#FF0000	10	normal-normal
A0A395GRE2	A0A395GPK8	PF00692	1	#FF0000	07	complement-normal
A0A1R3R8Y6	A0A1R3R8X4	PF00692	1	#FF0000	06	normal-complement
A0A1L9WVI9	A0A1L9WVG1	PF00694	1	#FF0000	09	complement-normal
A0A1L9PH95	A0A1L9PHB4	PF00698	1	#FF0000	01	normal-complement
A2QTE7	A2QTD9	PF00698	1	#FF0000	08	normal-normal
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A5N6U3X4	A0A5N6U421	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A2I2GFH4	A0A2I2GFJ4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	02	complement-normal
A0A1L9NEQ6	A0A1L9NET5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	05	complement-complement
A0A8H3T638	A0A8H3Y4B9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A318YSV9	A0A318Y2A0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
G3XMC2	G3XMB5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A370PH93	A0A370PHB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	complement-complement
A0A370BZG3	A0A370BXZ7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A2QTE7	A2QTD8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	09	normal-normal
A0A254U189	A0A3F3R4S8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A401KKN1	A0A401KKS6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	06	complement-complement
A0A3F3PZT7	A0A3F3PZW9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319A1Z4	A0A319ANA8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	07	normal-normal
A0A319E6Y2	A0A319D7C2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17828-PF17951	1	#FF0000	01	normal-complement
A0A0U5GZ31	A0A0U4Z9V7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A1L9PH95	A0A1L9PHB0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	02	normal-complement
A0A1L9TQ57	A0A1L9TQ74	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A0F8VIX1	A0A0F8X006	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A0F8UJB5	A0A0F8X7S0	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A2T5M0L3	A0A2T5M0L6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N5WSD0	A0A5N5WWB1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N6DRE9	A0A5N6DRL7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A7U2R171	A0A7U2R2M3	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6IBM5	A0A5N6I8H3	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N7EA81	A0A5N7EC20	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6H562	A0A5N6H6B4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N6T608	A0A5N6T5W5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A7G5JM20	A0A7G5JM21	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N6VWR8	A0A5N6VYD9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
I8U6M2	I8U682	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
Q2TXK3	Q2TXK4	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N7D8W9	A0A5N7D8U5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A0F0IIL0	A0A0F0ILF1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A0L1JI44	A0A0L1JI48	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A1S9DEG1	A0A1S9DE94	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A2G7FQ55	A0A2G7FPG7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6V8S0	A0A5N6V9K7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6Y7D7	A0A5N6Y7C5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6WXH7	A0A5N6WV85	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6J5H8	A0A5N6J7G9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A2P2HVA1	A0A2P2HV25	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N7AJY0	A0A5N7AKS2	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A3M7K3N8	A0A3M7K5B8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N7CN05	A0A5N7CMR9	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A8H6ADN6	A0A8H6AEY8	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A5N6G5Y9	A0A5N6G4S5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
Q0CCB8	Q0CCB7	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5M3ZAB2	A0A5M3Z9A6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A5N6ZH75	A0A5N6ZF32	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A2I2FA92	A0A2I2FA79	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A2I1CS75	A0A2I1CS60	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	normal-complement
A0A2J5I6P1	A0A2J5I6N6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A1U8QTJ8	A0A1U8QK63	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A4S3JX49	A0A5M9MJ77	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	01	complement-normal
A0A364KVJ3	A0A364KVJ6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	05	normal-normal
B6QKB1	B6QKA6	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	05	normal-normal
A0A698XKS2	A0A698XLA1	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	05	normal-normal
A0A093XK10	A0A093XK16	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	10	complement-complement
A0A7C8L8A5	A0A7C8L0Y5	PF00698-PF01575-PF08354-PF13452-PF16073-PF17951	1	#FF0000	05	normal-normal
